air_temp,relative_humidity,wind_speed,wind_direction,wind_gust,precip_accum_five_minute,precip_accum_one_hour,solar_radiation,precip_accum,volt,dew_point_temperature,Date,Time
-5.4,74,6.08,302,12.87,,,104,1.27,12.9,-9.36,1/14/2020,18:00:00
-5.4,72,7.38,283,12.34,,,117,1.27,12.9,-9.71,1/14/2020,18:30:00
-5.1,71,4.78,285,8.13,,,201,1.27,13.4,-9.6,1/14/2020,19:00:00
-4.8,69,4.56,284,9.07,,,250,1.27,14.5,-9.68,1/14/2020,19:30:00
-4.6,68,5.37,263,10.1,,0,238,1.27,14.8,-9.68,1/14/2020,20:00:00
-4.5,68,1.88,72,10.24,,,279,1.27,14.8,-9.58,1/14/2020,20:30:00
-4.6,67,0,,0,,,226,1.27,14.8,-9.87,1/14/2020,21:00:00
-5,66,4.56,291,9.97,,,164,1.27,14.4,-10.44,1/14/2020,21:30:00
-5.1,65,3.58,314,6.44,,0,108,1.27,14.3,-10.73,1/14/2020,22:00:00
-5.5,66,2.91,311,5.32,,,36,1.27,13.7,-10.92,1/14/2020,22:30:00
-6.4,69,2.19,296,3.66,,,8,1.27,13.3,-11.22,1/14/2020,23:00:00
-6.9,71,1.34,287,2.64,,,1,1.27,13.2,-11.33,1/14/2020,23:30:00
-7.3,73,1.34,300,2.15,,,0,1.27,13.1,-11.37,1/15/2020,00:00:00
-7.9,76,1.08,226,1.74,,,0,1.27,13,-11.44,1/15/2020,00:30:00
-8.1,78,1.48,275,2.19,,,0,1.27,13,-11.3,1/15/2020,01:00:00
-7.9,76,1.25,299,1.97,,,0,1.27,13,-11.44,1/15/2020,01:30:00
-7.8,76,1.12,316,1.83,,,0,1.27,13,-11.34,1/15/2020,02:00:00
-8.1,77,1.61,268,3.13,,,0,1.27,12.9,-11.47,1/15/2020,02:30:00
-7.8,76,2.91,231,5.63,,,0,1.27,12.9,-11.34,1/15/2020,03:00:00
-8.2,77,2.55,256,4.07,,,0,1.27,12.9,-11.56,1/15/2020,03:30:00
-8.3,77,2.28,325,3.35,,,0,1.27,12.9,-11.66,1/15/2020,04:00:00
-8.5,77,1.52,338,2.95,,,0,1.27,12.9,-11.85,1/15/2020,04:30:00
-8.4,77,1.83,299,3.8,,0,0,1.27,12.9,-11.76,1/15/2020,05:00:00
-8.4,76,2.28,314,3.84,,,0,1.27,12.9,-11.92,1/15/2020,05:30:00
-8.5,75,1.79,226,3.66,,,0,1.27,12.9,-12.19,1/15/2020,06:00:00
-8.5,75,1.43,204,3.13,,,0,1.27,12.8,-12.19,1/15/2020,06:30:00
-8.5,75,0.85,202,1.61,,,0,1.27,12.8,-12.19,1/15/2020,07:00:00
-8.5,76,1.12,116,1.88,,,0,1.27,12.8,-12.02,1/15/2020,07:30:00
-8.8,78,1.38,51,2.91,,,0,1.27,12.8,-11.98,1/15/2020,08:00:00
-9.1,79,1.56,64,3.04,,,0,1.27,12.8,-12.11,1/15/2020,08:30:00
-9.2,80,1.16,47,2.15,,,0,1.27,12.8,-12.05,1/15/2020,09:00:00
-9.1,80,1.65,55,3.09,,,0,1.27,12.7,-11.96,1/15/2020,09:30:00
-8.9,80,1.92,50,3.13,,,0,1.27,12.7,-11.76,1/15/2020,10:00:00
-8.7,79,1.7,52,2.86,,,0,1.27,12.7,-11.72,1/15/2020,10:30:00
-8.6,79,1.25,53,2.23,,0,0,1.27,12.7,-11.63,1/15/2020,11:00:00
-8.5,79,1.97,75,3.94,,,0,1.27,12.7,-11.53,1/15/2020,11:30:00
-8.5,79,2.1,85,3.71,,0,0,1.27,12.7,-11.53,1/15/2020,12:00:00
-8.6,79,1.34,91,2.28,,,0,1.27,12.7,-11.63,1/15/2020,12:30:00
-8.4,79,1.25,52,2.28,,,0,1.27,12.7,-11.43,1/15/2020,13:00:00
-8.1,78,1.48,79,3.04,,,0,1.27,12.7,-11.3,1/15/2020,13:30:00
-7.9,78,1.65,60,3.17,,0,2,1.27,12.7,-11.11,1/15/2020,14:00:00
-7.7,78,1.21,157,2.41,,,11,1.27,12.7,-10.91,1/15/2020,14:30:00
-7.5,77,0.94,108,2.59,,,21,1.27,12.8,-10.88,1/15/2020,15:00:00
-7.5,78,2.23,84,3.58,,,33,1.27,12.8,-10.72,1/15/2020,15:30:00
-7.5,78,2.95,312,5.1,,,38,1.27,12.8,-10.72,1/15/2020,16:00:00
-7.4,77,3.17,310,5.68,,,93,1.27,13,-10.79,1/15/2020,16:30:00
-7.4,77,3.22,317,5.19,,,107,1.27,13.3,-10.79,1/15/2020,17:00:00
-7.3,77,2.55,229,4.96,,,204,1.27,14.3,-10.69,1/15/2020,17:30:00
-6.5,74,2.1,234,4.65,,,337,1.27,14.6,-10.42,1/15/2020,18:00:00
-6.3,73,1.97,240,3.76,,,213,1.27,14.4,-10.4,1/15/2020,18:30:00
-6,72,2.23,322,4.52,,,229,1.27,14.8,-10.29,1/15/2020,19:00:00
-6,73,3.71,307,6.08,,,220,1.27,14.5,-10.11,1/15/2020,19:30:00
-6.2,74,3.89,303,6.53,,,190,1.27,14.8,-10.13,1/15/2020,20:00:00
-6.4,71,4.74,303,7.2,,,196,1.27,14.8,-10.85,1/15/2020,20:30:00
-6.5,70,4.92,299,7.6,,,161,1.27,14.4,-11.13,1/15/2020,21:00:00
-6.7,68,4.87,300,7.96,,,92,1.27,14,-11.69,1/15/2020,21:30:00
-7,68,5.81,285,8.49,,0,58,1.27,13.9,-11.97,1/15/2020,22:00:00
-7.9,68,6.57,292,9.79,,,30,1.27,13.6,-12.84,1/15/2020,22:30:00
-10.1,69,6.88,289,11.09,,,8,1.27,13.3,-14.76,1/15/2020,23:00:00
-11.6,69,6.17,292,9.12,,,1,1.27,13.2,-16.2,1/15/2020,23:30:00
-13.2,68,5.9,292,10.37,,,0,1.27,13.1,-17.91,1/16/2020,00:00:00
-14.2,68,5.95,295,10.55,,,0,1.27,13,-18.87,1/16/2020,00:30:00
-15.2,67,6.26,294,9.03,,,0,1.27,13,-20,1/16/2020,01:00:00
-15.7,67,5.99,298,10.06,,,0,1.27,12.9,-20.48,1/16/2020,01:30:00
-16.1,68,5.19,299,8,,0,0,1.27,12.9,-20.69,1/16/2020,02:00:00
-16.5,68,5.63,297,9.07,,,0,1.27,12.9,-21.07,1/16/2020,02:30:00
-16.9,68,5.81,296,11.13,,0,0,1.27,12.9,-21.46,1/16/2020,03:00:00
-17.3,68,5.59,297,9.34,,,0,1.27,12.9,-21.84,1/16/2020,03:30:00
-17.6,68,5.9,300,9.21,,0,0,1.27,12.9,-22.13,1/16/2020,04:00:00
-17.9,67,5.23,299,8.23,,,0,1.27,12.8,-22.58,1/16/2020,04:30:00
-18.2,65,6.03,300,9.97,,0,0,1.27,12.8,-23.21,1/16/2020,05:00:00
-18.5,64,5.54,299,8.36,,,0,1.27,12.8,-23.67,1/16/2020,05:30:00
-18.9,65,5.45,299,8.63,,0,0,1.27,12.8,-23.88,1/16/2020,06:00:00
-19.3,65,5.63,296,9.34,,,0,1.27,12.7,-24.26,1/16/2020,06:30:00
-19.7,66,5.68,298,8.23,,,0,1.27,12.7,-24.47,1/16/2020,07:00:00
-19.9,66,5.01,299,7.15,,,0,1.27,12.7,-24.66,1/16/2020,07:30:00
-20.2,66,5.5,297,8.27,,,0,1.27,12.7,-24.95,1/16/2020,08:00:00
-20.5,65,4.65,304,8.49,,,0,1.27,12.6,-25.4,1/16/2020,08:30:00
-20.7,66,4.83,301,7.96,,0,0,1.27,12.6,-25.43,1/16/2020,09:00:00
-21.1,66,3.66,310,6.7,,,0,1.27,12.6,-25.81,1/16/2020,09:30:00
-21.5,66,3.76,302,6.08,,0,0,1.27,12.6,-26.19,1/16/2020,10:00:00
-21.8,66,4.42,298,7.28,,,0,1.27,12.5,-26.48,1/16/2020,10:30:00
-22.2,66,4.83,298,7.24,,0,0,1.27,12.5,-26.86,1/16/2020,11:00:00
-22.5,67,4.16,300,6.66,,,0,1.27,12.5,-26.98,1/16/2020,11:30:00
-22.7,67,3.66,300,5.72,,0,0,1.27,12.5,-27.17,1/16/2020,12:00:00
-22.9,68,3.89,300,6.17,,,0,1.27,12.5,-27.2,1/16/2020,12:30:00
-23.1,68,4.02,297,6.62,,0,0,1.27,12.5,-27.39,1/16/2020,13:00:00
-23.2,68,4.11,298,7.15,,,0,1.27,12.5,-27.49,1/16/2020,13:30:00
-23.3,68,3.17,308,5.41,,0,7,1.27,12.5,-27.58,1/16/2020,14:00:00
-23.2,68,2.77,309,4.78,,,52,1.27,14,-27.49,1/16/2020,14:30:00
-22.7,65,2.81,320,4.56,,0,114,1.27,14.9,-27.5,1/16/2020,15:00:00
-22.3,64,2.59,319,4.38,,,172,1.27,14.9,-27.29,1/16/2020,15:30:00
-21.6,62,2.19,315,3.8,,0,227,1.27,14.9,-26.97,1/16/2020,16:00:00
-20.8,59,2.33,318,4.56,,,277,1.27,14.6,-26.75,1/16/2020,16:30:00
-20,56,2.23,314,3.98,,0,316,1.27,14.6,-26.57,1/16/2020,17:00:00
-19.3,54,2.06,308,3.89,,,348,1.27,14.5,-26.32,1/16/2020,17:30:00
-18.8,53,2.23,286,4.24,,,367,1.27,14.4,-26.05,1/16/2020,18:00:00
-18.4,52,2.15,293,3.71,,,375,1.27,14.4,-25.89,1/16/2020,18:30:00
-17.4,50,1.52,306,3.22,,0,369,1.27,14.4,-25.4,1/16/2020,19:00:00
-16.8,49,1.74,274,3.35,,,351,1.27,14.4,-25.06,1/16/2020,19:30:00
-16.6,50,1.83,276,4.29,,0,322,1.27,14.4,-24.66,1/16/2020,20:00:00
-16.4,50,1.79,296,3.13,,,282,1.27,14.4,-24.47,1/16/2020,20:30:00
-16.1,49,1.65,303,3.04,,,232,1.27,14.4,-24.42,1/16/2020,21:00:00
-15.6,48,1.25,295,2.95,,,177,1.27,14.4,-24.19,1/16/2020,21:30:00
-15.8,48,1.43,294,2.95,,0,113,1.27,14.5,-24.37,1/16/2020,22:00:00
-15.9,48,0.76,314,1.92,,,45,1.27,13.8,-24.46,1/16/2020,22:30:00
-16.7,51,0.67,130,1.56,,,10,1.27,13.6,-24.53,1/16/2020,23:00:00
-17.3,54,0.45,97,0.9,,,1,1.27,13.3,-24.45,1/16/2020,23:30:00
-17.4,57,0.72,119,1.16,,0,0,1.27,13.1,-23.94,1/17/2020,00:00:00
-18,60,0.76,191,1.3,,,0,1.27,13,-23.93,1/17/2020,00:30:00
-18,61,0.85,151,1.43,,,0,1.27,13,-23.74,1/17/2020,01:00:00
-17.9,62,0.63,99,1.38,,,0,1.27,12.9,-23.46,1/17/2020,01:30:00
-18.2,62,1.08,83,1.56,,,0,1.27,12.9,-23.75,1/17/2020,02:00:00
-18.1,62,1.03,57,1.65,,,0,1.27,12.9,-23.65,1/17/2020,02:30:00
-18.3,64,1.21,79,1.92,,0,0,1.27,12.9,-23.48,1/17/2020,03:00:00
-18.1,68,1.03,100,1.38,,,0,1.27,12.8,-22.6,1/17/2020,03:30:00
-18.1,69,1.08,101,1.34,,,0,1.27,12.8,-22.44,1/17/2020,04:00:00
-18.2,71,0.8,119,1.83,,,0,1.27,12.8,-22.21,1/17/2020,04:30:00
-18,63,1.56,159,2.23,,0,0,1.27,12.8,-23.38,1/17/2020,05:00:00
-18,61,1.43,132,2.19,,,0,1.27,12.7,-23.74,1/17/2020,05:30:00
-18,61,1.79,140,3.13,,,0,1.27,12.8,-23.74,1/17/2020,06:00:00
-18,62,1.74,140,3.76,,,0,1.27,12.7,-23.56,1/17/2020,06:30:00
-18.2,65,1.65,116,3.13,,0,0,1.27,12.7,-23.21,1/17/2020,07:00:00
-18.5,68,2.28,102,3.58,,,0,1.27,12.7,-22.99,1/17/2020,07:30:00
-18.4,65,2.64,111,4.92,,0,0,1.27,12.7,-23.4,1/17/2020,08:00:00
-18,63,2.77,125,6.44,,,0,1.27,12.6,-23.38,1/17/2020,08:30:00
-17.6,61,3.35,128,5.5,,,0,1.27,12.6,-23.36,1/17/2020,09:00:00
-17,61,3.76,130,6.7,,,0,1.27,12.6,-22.79,1/17/2020,09:30:00
-16.7,61,4.38,129,7.42,,0,0,1.27,12.6,-22.51,1/17/2020,10:00:00
-16.5,61,4.07,124,6.12,,,0,1.27,12.6,-22.32,1/17/2020,10:30:00
-16.1,60,3.84,130,6.35,,0,0,1.27,12.6,-22.13,1/17/2020,11:00:00
-15.7,60,3.76,132,6.12,,,0,1.27,12.5,-21.75,1/17/2020,11:30:00
-15.4,60,4.29,131,6.53,,0,0,1.27,12.6,-21.47,1/17/2020,12:00:00
-14.8,60,4.02,133,6.66,,,0,1.27,12.5,-20.9,1/17/2020,12:30:00
-14.5,60,4.24,127,6.97,,,0,1.27,12.6,-20.62,1/17/2020,13:00:00
-14.2,60,4.52,130,7.55,,,0,1.27,12.5,-20.34,1/17/2020,13:30:00
-13.9,59,4.65,131,8.05,,0,2,1.27,12.6,-20.25,1/17/2020,14:00:00
-13.6,59,4.2,128,8.05,,,12,1.27,12.6,-19.97,1/17/2020,14:30:00
-13.2,58,4.11,132,6.75,,0,30,1.27,12.8,-19.79,1/17/2020,15:00:00
-12.8,58,4.24,130,7.46,,,54,1.27,12.9,-19.41,1/17/2020,15:30:00
-12.3,57,3.98,126,7.06,,,87,1.27,13.3,-19.15,1/17/2020,16:00:00
-11.9,56,4.47,128,7.42,,,91,1.27,13.7,-18.98,1/17/2020,16:30:00
-11.4,55,4.38,127,8.23,,0,113,1.27,14,-18.73,1/17/2020,17:00:00
-10.8,55,4.02,141,7.64,,,117,1.27,14.1,-18.16,1/17/2020,17:30:00
-10.5,55,4.29,141,7.11,,,95,1.27,14.1,-17.88,1/17/2020,18:00:00
-10.3,55,4.2,140,7.06,,,79,1.27,14,-17.7,1/17/2020,18:30:00
-10,56,3.49,141,5.63,,0,74,1.27,14,-17.2,1/17/2020,19:00:00
-9.4,56,3.62,138,7.06,,,64,1.27,13.8,-16.64,1/17/2020,19:30:00
-9.2,58,4.16,134,7.42,,,57,1.27,13.8,-16.03,1/17/2020,20:00:00
-9.6,74,4.34,130,6.7,,,46,1.27,13.7,-13.42,1/17/2020,20:30:00
-9.6,80,3.89,110,6.08,,0,41,1.27,13.6,-12.44,1/17/2020,21:00:00
-9.5,81,5.05,107,8.67,,,30,1.27,13.4,-12.19,1/17/2020,21:30:00
-9.3,82,5.45,108,8.36,,0,22,1.27,13.3,-11.84,1/17/2020,22:00:00
-8.6,84,5.68,111,9.66,,,11,1.27,13.2,-10.85,1/17/2020,22:30:00
-8,84,5.1,111,9.16,,0,3,1.27,13.1,-10.26,1/17/2020,23:00:00
-7.7,84,4.87,109,8.05,,,0,1.27,13,-9.97,1/17/2020,23:30:00
-7.4,84,4.78,113,7.91,,,0,1.27,13,-9.67,1/18/2020,00:00:00
-7,84,5.32,118,9.07,,,0,1.27,12.9,-9.28,1/18/2020,00:30:00
-6.7,84,5.05,126,9.16,,,0,1.27,12.9,-8.98,1/18/2020,01:00:00
-6.5,83,5.01,125,8.94,,,0,1.27,12.9,-8.94,1/18/2020,01:30:00
-6.3,83,4.6,125,8.05,,,0,1.27,12.9,-8.75,1/18/2020,02:00:00
-6.2,84,4.74,122,8.09,,,0,1.27,12.8,-8.49,1/18/2020,02:30:00
-6.1,84,3.98,122,6.35,,,0,1.27,12.8,-8.4,1/18/2020,03:00:00
-5.9,85,3.31,122,6.3,,,0,1.27,12.8,-8.05,1/18/2020,03:30:00
-5.7,86,2.59,106,5.54,,0,0,1.27,12.8,-7.7,1/18/2020,04:00:00
-5.4,86,1.56,36,8.36,,,0,1.27,12.8,-7.4,1/18/2020,04:30:00
-5.2,86,4.74,115,9.25,,0,0,1.27,12.8,-7.2,1/18/2020,05:00:00
-5,86,3.26,60,10.55,,,0,1.27,12.7,-7.01,1/18/2020,05:30:00
-4.8,87,0,,0,,0,0,1.27,12.7,-6.66,1/18/2020,06:00:00
-4.6,86,2.37,22,8.31,,,0,1.27,12.7,-6.61,1/18/2020,06:30:00
-4.5,86,5.01,143,8.63,,0,0,1.27,12.7,-6.52,1/18/2020,07:00:00
-4.4,87,2.51,57,6.17,,,0,1.27,12.7,-6.26,1/18/2020,07:30:00
-4.2,86,2.06,84,4.52,,,0,1.27,12.7,-6.22,1/18/2020,08:00:00
-4.2,86,2.86,76,6.26,,,0,1.27,12.7,-6.22,1/18/2020,08:30:00
-4,86,3.17,93,5.68,,0,0,1.27,12.8,-6.02,1/18/2020,09:00:00
-4,86,4.16,100,6.66,,,0,1.27,12.7,-6.02,1/18/2020,09:30:00
-4,86,3.98,96,7.38,,0,0,1.27,12.8,-6.02,1/18/2020,10:00:00
-4,86,3.44,93,5.19,,,0,1.27,12.7,-6.02,1/18/2020,10:30:00
-4.1,86,3.58,92,4.74,,0,0,1.27,12.7,-6.12,1/18/2020,11:00:00
-4.1,87,3.62,92,4.83,,,0,1.27,12.7,-5.97,1/18/2020,11:30:00
-4.2,87,3.31,90,5.01,,0,0,1.27,12.7,-6.07,1/18/2020,12:00:00
-4.1,87,3.49,88,5.19,,,0,1.27,12.7,-5.97,1/18/2020,12:30:00
-4,86,3.4,92,5.63,,,0,1.27,12.7,-6.02,1/18/2020,13:00:00
-4,87,2.81,98,5.05,,,0,1.27,12.7,-5.87,1/18/2020,13:30:00
-3.9,86,1.88,162,5.19,,,3,1.27,12.7,-5.93,1/18/2020,14:00:00
-3.9,86,1.61,150,7.42,,,13,1.27,12.7,-5.93,1/18/2020,14:30:00
-3.8,83,1.79,136,9.84,,0,40,1.27,12.8,-6.3,1/18/2020,15:00:00
-5.5,79,2.41,138,8.85,,,42,1.27,12.8,-8.61,1/18/2020,15:30:00
-8.4,77,0.63,34,8.89,,,81,1.27,12.9,-11.76,1/18/2020,16:00:00
-10.6,75,0,,0,,,140,1.27,12.9,-14.22,1/18/2020,16:30:00
-11.9,74,2.15,178,6.93,,,212,1.27,13.4,-15.64,1/18/2020,17:00:00
-12.6,72,2.23,150,11.27,,,332,1.27,14.1,-16.65,1/18/2020,17:30:00
-12.8,71,9.16,294,15.56,,0,367,1.27,14.6,-17.01,1/18/2020,18:00:00
-13.2,70,7.73,290,16,,,342,1.27,14.3,-17.57,1/18/2020,18:30:00
-13.3,70,8.76,299,15.56,,,259,1.27,14.1,-17.66,1/18/2020,19:00:00
-13.4,70,8.54,306,14.03,,,195,1.27,14.2,-17.76,1/18/2020,19:30:00
-13.1,69,6.97,307,12.7,,0,251,1.27,14.2,-17.64,1/18/2020,20:00:00
-13.1,69,6.08,309,11.44,,,163,1.27,14.1,-17.64,1/18/2020,20:30:00
-13.3,69,4.34,274,8.81,,,169,1.27,14.3,-17.83,1/18/2020,21:00:00
-13.5,68,5.32,290,10.28,,,135,1.27,14.1,-18.2,1/18/2020,21:30:00
-13.7,69,5.45,296,9.52,,0,66,1.27,13.9,-18.22,1/18/2020,22:00:00
-14.2,69,4.47,288,8.67,,,44,1.27,13.7,-18.7,1/18/2020,22:30:00
-15,68,5.19,290,10.64,,0,13,1.27,13.3,-19.64,1/18/2020,23:00:00
-15.5,68,5.14,294,10.86,,,2,1.27,13.2,-20.11,1/18/2020,23:30:00
-15.8,68,4.96,294,8.05,,,0,1.27,13.1,-20.4,1/19/2020,00:00:00
-16.2,68,5.99,293,10.86,,,0,1.27,13,-20.79,1/19/2020,00:30:00
-16.7,68,5.54,296,8.98,,0,0,1.27,12.9,-21.26,1/19/2020,01:00:00
-16.9,68,5.5,296,9.3,,,0,1.27,12.9,-21.46,1/19/2020,01:30:00
-17.2,68,5.45,297,9.12,,0,0,1.27,12.9,-21.74,1/19/2020,02:00:00
-17.3,68,5.37,294,9.03,,,0,1.27,12.9,-21.84,1/19/2020,02:30:00
-17.5,68,4.96,293,9.3,,0,0,1.27,12.9,-22.03,1/19/2020,03:00:00
-17.6,68,4.56,293,7.51,,,0,1.27,12.9,-22.13,1/19/2020,03:30:00
-17.7,69,4.52,296,8.05,,0,0,1.27,12.9,-22.05,1/19/2020,04:00:00
-17.8,69,4.56,300,8.27,,,0,1.27,12.8,-22.15,1/19/2020,04:30:00
-17.8,69,3.49,298,7.24,,0,0,1.27,12.8,-22.15,1/19/2020,05:00:00
-17.8,70,3.17,302,6.75,,,0,1.27,12.8,-21.99,1/19/2020,05:30:00
-17.8,69,3.4,303,7.38,,0,0,1.27,12.8,-22.15,1/19/2020,06:00:00
-17.8,69,3.53,312,6.53,,,0,1.27,12.7,-22.15,1/19/2020,06:30:00
-17.9,69,3.4,313,5.95,,0,0,1.27,12.7,-22.25,1/19/2020,07:00:00
-17.5,69,4.38,308,6.8,,,0,1.27,12.7,-21.86,1/19/2020,07:30:00
-17.3,69,3.94,312,7.2,,,0,1.27,12.7,-21.67,1/19/2020,08:00:00
-17.2,69,3.71,315,6.53,,,0,1.27,12.7,-21.57,1/19/2020,08:30:00
-16.8,68,5.05,316,8.54,,0,0,1.27,12.7,-21.36,1/19/2020,09:00:00
-16.8,68,4.78,320,8,,,0,1.27,12.6,-21.36,1/19/2020,09:30:00
-16.8,69,4.29,319,7.91,,0,0,1.27,12.6,-21.19,1/19/2020,10:00:00
-16.6,69,4.6,323,7.51,,,0,1.27,12.6,-21,1/19/2020,10:30:00
-16.5,70,4.02,327,6.53,,0,0,1.27,12.6,-20.74,1/19/2020,11:00:00
-16.3,70,3.94,323,6.17,,,0,1.27,12.6,-20.54,1/19/2020,11:30:00
-16.2,70,3.58,324,6.3,,0,0,1.27,12.6,-20.45,1/19/2020,12:00:00
-16,71,3.53,321,6.3,,,0,1.27,12.5,-20.09,1/19/2020,12:30:00
-15.8,71,3.89,321,6.97,,0,0,1.27,12.5,-19.9,1/19/2020,13:00:00
-15.5,71,3.44,302,6.08,,,0,1.27,12.5,-19.61,1/19/2020,13:30:00
-15.3,72,3.26,308,5.32,,0,7,1.27,12.6,-19.25,1/19/2020,14:00:00
-15,72,3.09,314,5.37,,,32,1.27,12.6,-18.96,1/19/2020,14:30:00
-14.7,72,2.95,316,5.05,,,76,1.27,12.9,-18.67,1/19/2020,15:00:00
-14.4,72,3.35,312,5.45,,,78,1.27,13.1,-18.38,1/19/2020,15:30:00
-14.2,73,2.86,315,5.1,,0,99,1.27,13.4,-18.03,1/19/2020,16:00:00
-13.9,73,2.99,314,4.92,,,145,1.27,13.9,-17.74,1/19/2020,16:30:00
-13.7,72,3.62,320,5.9,,0,182,1.27,14.4,-17.71,1/19/2020,17:00:00
-13.4,72,3.44,310,5.59,,,201,1.27,14.4,-17.42,1/19/2020,17:30:00
-13.2,72,3.17,311,5.01,,0,195,1.27,14.8,-17.23,1/19/2020,18:00:00
-12.8,71,3.31,314,5.54,,,270,1.27,14.9,-17.01,1/19/2020,18:30:00
-12.4,70,3.49,304,5.05,,0,263,1.27,14.9,-16.8,1/19/2020,19:00:00
-12.3,70,3.49,289,5.68,,,256,1.27,14.9,-16.7,1/19/2020,19:30:00
-12.4,71,4.07,292,6.03,,,225,1.27,14.9,-16.63,1/19/2020,20:00:00
-12.3,70,3.35,305,5.23,,,189,1.27,14.4,-16.7,1/19/2020,20:30:00
-12.2,70,2.55,297,4.24,,0,145,1.27,14.4,-16.6,1/19/2020,21:00:00
-12.1,71,2.46,292,3.53,,,101,1.27,14.1,-16.34,1/19/2020,21:30:00
-12.1,72,2.46,297,4.02,,0,50,1.27,14,-16.17,1/19/2020,22:00:00
-12,72,2.68,293,4.2,,,62,1.27,13.8,-16.07,1/19/2020,22:30:00
-12.1,72,2.77,286,4.6,,0,22,1.27,13.6,-16.17,1/19/2020,23:00:00
-12.1,72,2.86,295,5.1,,,2,1.27,13.3,-16.17,1/19/2020,23:30:00
-12.1,73,2.64,279,4.6,,,0,1.27,13.2,-16,1/20/2020,00:00:00
-12.2,73,3.31,290,5.27,,,0,1.27,13,-16.1,1/20/2020,00:30:00
-12.5,74,2.99,283,5.9,,,0,1.27,13,-16.22,1/20/2020,01:00:00
-12.8,73,2.73,281,5.68,,,0,1.27,13,-16.68,1/20/2020,01:30:00
-12.9,73,2.95,275,5.77,,0,0,1.27,12.9,-16.77,1/20/2020,02:00:00
-12.9,74,2.1,244,4.92,,,0,1.27,12.9,-16.61,1/20/2020,02:30:00
-13,74,2.77,252,5.01,,0,0,1.27,12.9,-16.7,1/20/2020,03:00:00
-13.2,75,2.37,242,4.34,,,0,1.27,12.9,-16.74,1/20/2020,03:30:00
-13.4,75,2.51,241,4.78,,0,0,1.27,12.9,-16.93,1/20/2020,04:00:00
-13.6,75,2.51,233,4.6,,,0,1.27,12.9,-17.12,1/20/2020,04:30:00
-13.8,76,1.7,200,4.38,,0,0,1.27,12.9,-17.16,1/20/2020,05:00:00
-13.9,76,1.92,183,3.22,,,0,1.27,12.9,-17.26,1/20/2020,05:30:00
-14,77,1.7,172,3.58,,0,0,1.27,12.9,-17.19,1/20/2020,06:00:00
-14.1,78,1.61,192,2.73,,,0,1.27,12.8,-17.14,1/20/2020,06:30:00
-14.2,78,1.61,191,4.56,,0,0,1.27,12.8,-17.23,1/20/2020,07:00:00
-14.3,78,1.16,124,2.51,,,0,1.27,12.8,-17.33,1/20/2020,07:30:00
-14.2,78,1.52,148,3.22,,,0,1.27,12.8,-17.23,1/20/2020,08:00:00
-14.2,78,1.3,120,3.49,,,0,1.27,12.8,-17.23,1/20/2020,08:30:00
-14.2,79,1.3,114,2.95,,0,0,1.27,12.8,-17.08,1/20/2020,09:00:00
-14.4,78,0.98,98,3.17,,,0,1.27,12.7,-17.43,1/20/2020,09:30:00
-14.7,79,0.8,76,2.64,,,0,1.27,12.7,-17.57,1/20/2020,10:00:00
-14.9,79,1.21,117,2.46,,,0,1.27,12.7,-17.76,1/20/2020,10:30:00
-15,80,1.16,117,2.68,,0,0,1.27,12.7,-17.71,1/20/2020,11:00:00
-14.8,80,0.72,92,1.92,,,0,1.27,12.6,-17.51,1/20/2020,11:30:00
-14.8,79,0.85,94,2.46,,0,0,1.27,12.6,-17.67,1/20/2020,12:00:00
-15.1,80,0.98,128,2.01,,,0,1.27,12.6,-17.81,1/20/2020,12:30:00
-15.9,81,1.65,132,2.55,,,0,1.27,12.6,-18.44,1/20/2020,13:00:00
-16.4,81,1.88,162,2.68,,,0,1.27,12.6,-18.93,1/20/2020,13:30:00
-16.3,81,1.21,138,2.81,,0,8,1.27,12.6,-18.83,1/20/2020,14:00:00
-15.8,81,1.16,158,2.01,,,56,1.27,12.8,-18.34,1/20/2020,14:30:00
-14.9,80,0.9,114,2.28,,,117,1.27,13.3,-17.61,1/20/2020,15:00:00
-14.1,79,0.72,74,2.28,,,176,1.27,14,-16.98,1/20/2020,15:30:00
-13,76,0.94,115,2.51,,0,228,1.27,14.6,-16.38,1/20/2020,16:00:00
-11.7,72,0.98,89,2.77,,,272,1.27,14.8,-15.78,1/20/2020,16:30:00
-9.3,67,0,,0,,0,317,1.27,14.7,-14.36,1/20/2020,17:00:00
-9.4,66,0,,0,,,348,1.524,14.5,-14.64,1/20/2020,17:30:00
-8,63,0.76,122,3.13,,0.508,362,1.778,14.4,-13.88,1/20/2020,18:00:00
-8.2,61,0.27,32,2.55,,,373,2.794,14,-14.47,1/20/2020,18:30:00
-8.3,62,0.18,21,3.71,,1.778,376,3.556,13.9,-14.36,1/20/2020,19:00:00
-7.9,61,2.99,309,4.56,,,361,3.556,14,-14.18,1/20/2020,19:30:00
-7.7,60,1.21,175,4.16,,0,332,3.556,14,-14.2,1/20/2020,20:00:00
-7.7,61,1.83,222,4.56,,,292,3.556,14.1,-14,1/20/2020,20:30:00
-7.5,61,1.34,233,3.58,,,243,3.556,14.1,-13.81,1/20/2020,21:00:00
-7.7,61,1.56,274,3.62,,,190,3.556,14.2,-14,1/20/2020,21:30:00
-7.8,60,1.88,294,4.38,,,134,3.556,14.3,-14.29,1/20/2020,22:00:00
