air_temp,relative_humidity,wind_speed,wind_direction,wind_gust,precip_accum_five_minute,precip_accum_one_hour,solar_radiation,precip_accum,volt,dew_point_temperature,Date,Time
-18.8,76,1.16,300,2.15,,,0,885.19,12.6,-22.01,12/15/2019,12:00:00
-18.6,76,1.52,306,2.23,,,0,885.19,12.5,-21.81,12/15/2019,12:30:00
-18.3,75,1.25,307,2.06,,0,0,885.19,12.6,-21.67,12/15/2019,13:00:00
-18.2,75,1.25,305,2.33,,,0,885.19,12.5,-21.58,12/15/2019,13:30:00
-18.1,75,0.58,189,1.38,,,9,885.19,12.6,-21.48,12/15/2019,14:00:00
-17.7,74,0.67,98,1.43,,,30,885.19,12.6,-21.25,12/15/2019,14:30:00
-17.4,73,0.94,79,1.97,,,59,885.19,12.7,-21.12,12/15/2019,15:00:00
-17,72,1.03,103,1.92,,,102,885.19,12.9,-20.89,12/15/2019,15:30:00
-16,70,1.48,142,2.95,,0,178,885.19,13.7,-20.26,12/15/2019,16:00:00
-15,70,2.59,182,3.98,,,224,885.19,14.2,-19.3,12/15/2019,16:30:00
-14.8,70,2.55,182,4.83,,,165,885.19,14.1,-19.1,12/15/2019,17:00:00
-14.4,67,2.64,195,4.16,,,211,885.19,14.1,-19.24,12/15/2019,17:30:00
-13.7,64,2.55,196,4.83,,,246,885.19,14.1,-19.11,12/15/2019,18:00:00
-13.1,63,2.23,185,4.07,,,295,885.19,14.2,-18.72,12/15/2019,18:30:00
-12.8,63,2.55,166,4.29,,,216,885.19,14,-18.44,12/15/2019,19:00:00
-12.6,62,2.01,205,3.62,,,172,885.19,13.9,-18.44,12/15/2019,19:30:00
-12.4,60,1.52,232,3.49,,,97,885.19,13.7,-18.64,12/15/2019,20:00:00
-12.4,61,1.83,212,3.13,,,57,885.19,13.4,-18.44,12/15/2019,20:30:00
-12.4,63,1.92,189,3.13,,,43,885.19,13.3,-18.06,12/15/2019,21:00:00
-12.1,63,2.59,158,3.98,,,54,885.19,13.3,-17.77,12/15/2019,21:30:00
-11.7,62,2.19,163,3.31,,,34,885.19,13.2,-17.59,12/15/2019,22:00:00
-11.6,63,2.64,163,4.83,,,9,885.19,13.1,-17.3,12/15/2019,22:30:00
-11.6,63,2.99,170,4.74,,,1,885.19,13,-17.3,12/15/2019,23:00:00
-11.7,64,2.91,171,4.34,,,0,885.19,12.9,-17.21,12/15/2019,23:30:00
-11.7,64,2.91,179,4.78,,,0,885.19,12.9,-17.21,12/16/2019,00:00:00
-11.8,64,3.09,176,4.96,,,0,885.19,12.9,-17.3,12/16/2019,00:30:00
-11.8,64,3.04,175,4.78,,,0,885.19,12.9,-17.3,12/16/2019,01:00:00
-11.8,64,3.31,177,5.27,,,0,885.19,12.9,-17.3,12/16/2019,01:30:00
-11.6,64,2.81,180,4.92,,,0,885.19,12.9,-17.11,12/16/2019,02:00:00
-11.6,65,2.73,170,4.56,,,0,885.19,12.8,-16.92,12/16/2019,02:30:00
-11.2,66,2.55,183,4.02,,,0,885.19,12.8,-16.36,12/16/2019,03:00:00
-10.6,66,2.59,206,5.05,,,0,885.19,12.8,-15.79,12/16/2019,03:30:00
-10.3,65,1.83,228,4.11,,,0,885.19,12.8,-15.69,12/16/2019,04:00:00
-10.1,66,1.79,219,3.22,,,0,885.19,12.7,-15.31,12/16/2019,04:30:00
-9.8,67,1.3,212,2.68,,,0,885.19,12.7,-14.84,12/16/2019,05:00:00
-9.6,68,1.79,219,3.53,,,0,885.19,12.7,-14.46,12/16/2019,05:30:00
-9.3,69,1.74,219,3.44,,,0,885.19,12.7,-14,12/16/2019,06:00:00
-9,70,1.83,222,3.22,,,0,885.19,12.7,-13.53,12/16/2019,06:30:00
-8.7,72,2.01,218,4.07,,,0,885.19,12.7,-12.89,12/16/2019,07:00:00
-8.5,73,1.83,226,4.07,,,0,885.19,12.6,-12.53,12/16/2019,07:30:00
-8.1,73,1.97,223,3.71,,,0,885.19,12.7,-12.14,12/16/2019,08:00:00
-7.9,73,2.06,232,3.89,,,0,885.19,12.6,-11.95,12/16/2019,08:30:00
-7.7,73,2.01,229,3.89,,,0,885.19,12.7,-11.75,12/16/2019,09:00:00
-7.6,74,2.28,225,3.76,,,0,885.19,12.6,-11.48,12/16/2019,09:30:00
-7.5,74,2.51,226,4.11,,,0,885.19,12.7,-11.39,12/16/2019,10:00:00
-7.5,75,2.51,233,4.52,,,0,885.19,12.6,-11.22,12/16/2019,10:30:00
-7.5,78,2.64,234,4.42,,0,0,885.19,12.7,-10.72,12/16/2019,11:00:00
-7.6,82,2.15,242,3.53,,,0,885.19,12.6,-10.18,12/16/2019,11:30:00
-7.5,83,1.79,243,3.4,,,0,885.19,12.6,-9.92,12/16/2019,12:00:00
-7.3,82,1.74,220,3.31,,,0,885.19,12.6,-9.88,12/16/2019,12:30:00
-7.3,81,2.37,218,4.29,,,0,885.19,12.7,-10.04,12/16/2019,13:00:00
-7.1,79,2.15,226,4.2,,,0,885.19,12.6,-10.17,12/16/2019,13:30:00
-6.9,78,1.34,228,3.09,,0,3,885.19,12.7,-10.14,12/16/2019,14:00:00
-6.4,77,1.97,207,3.8,,,19,885.19,12.7,-9.81,12/16/2019,14:30:00
-6.3,76,2.46,199,3.71,,,34,885.19,12.8,-9.89,12/16/2019,15:00:00
-6.2,76,2.91,189,4.47,,,44,885.19,12.8,-9.79,12/16/2019,15:30:00
-6,75,2.41,195,4.29,,,94,885.19,13,-9.77,12/16/2019,16:00:00
-5.4,74,2.23,229,4.34,,,118,885.19,13.2,-9.36,12/16/2019,16:30:00
-5.3,73,2.51,230,4.16,,,122,885.19,13.3,-9.44,12/16/2019,17:00:00
-5,73,2.19,236,3.58,,,146,885.19,13.5,-9.15,12/16/2019,17:30:00
-4.5,72,2.19,240,3.84,,0,163,885.19,13.7,-8.84,12/16/2019,18:00:00
-4.1,71,2.81,252,6.08,,,159,885.19,13.7,-8.64,12/16/2019,18:30:00
-3.9,69,3.58,263,6.93,,0,164,885.19,13.7,-8.82,12/16/2019,19:00:00
-3.8,68,3.49,262,6.21,,,187,885.19,13.9,-8.91,12/16/2019,19:30:00
-3.6,67,3.71,259,6.3,,,190,885.19,14.3,-8.91,12/16/2019,20:00:00
-3.5,65,2.95,261,5.27,,,133,885.19,14,-9.21,12/16/2019,20:30:00
-3.5,65,2.73,258,5.14,,,108,885.19,14,-9.21,12/16/2019,21:00:00
-3.4,65,2.81,258,4.87,,,104,885.19,14.4,-9.11,12/16/2019,21:30:00
-3.5,66,2.95,262,5.32,,,51,885.19,13.9,-9.01,12/16/2019,22:00:00
-4,67,3.4,266,5.63,,,17,885.19,13.4,-9.29,12/16/2019,22:30:00
-4.5,68,3.44,262,5.05,,,2,885.19,13.3,-9.58,12/16/2019,23:00:00
-5,69,3.04,261,4.74,,,0,885.19,13.2,-9.87,12/16/2019,23:30:00
-5.2,70,4.16,263,7.46,,,0,885.19,13.2,-9.88,12/17/2019,00:00:00
-5.7,72,3.98,265,6.53,,,0,885.19,13.1,-10,12/17/2019,00:30:00
-6.1,74,3.44,265,6.3,,,0,885.19,13.1,-10.03,12/17/2019,01:00:00
-6.2,75,3.4,254,6.53,,,0,885.19,13,-9.96,12/17/2019,01:30:00
-6.5,76,3.09,248,5.77,,,0,885.19,13,-10.08,12/17/2019,02:00:00
-6.7,78,3.09,243,5.27,,,0,885.19,13,-9.94,12/17/2019,02:30:00
-6.6,78,2.86,249,4.6,,0,0,885.19,13,-9.84,12/17/2019,03:00:00
-6.3,78,3.53,249,6.39,,,0,885.19,12.9,-9.55,12/17/2019,03:30:00
-6.3,78,3.49,243,6.21,,,0,885.19,12.9,-9.55,12/17/2019,04:00:00
-6.4,79,3.53,241,5.68,,,0,885.19,12.9,-9.48,12/17/2019,04:30:00
-6.4,80,3.62,235,6.21,,,0,885.19,12.9,-9.32,12/17/2019,05:00:00
-6.4,80,3.22,237,5.27,,,0,885.19,12.9,-9.32,12/17/2019,05:30:00
-6.3,80,3.31,238,5.99,,,0,885.19,12.9,-9.22,12/17/2019,06:00:00
-6,81,3.58,236,5.95,,,0,885.19,12.9,-8.77,12/17/2019,06:30:00
-5.8,81,4.11,239,6.84,,,0,885.19,12.9,-8.58,12/17/2019,07:00:00
-6,82,4.42,236,7.02,,,0,885.19,12.9,-8.61,12/17/2019,07:30:00
-6.3,83,3.98,229,6.3,,,0,885.19,12.9,-8.75,12/17/2019,08:00:00
-6.3,84,3.76,230,5.72,,,0,885.19,12.9,-8.59,12/17/2019,08:30:00
-6.2,84,3.84,232,5.99,,,0,885.19,12.9,-8.49,12/17/2019,09:00:00
-6.1,84,3.84,238,6.53,,,0,885.19,12.9,-8.4,12/17/2019,09:30:00
-5.9,84,4.2,240,6.66,,0,0,885.19,12.9,-8.2,12/17/2019,10:00:00
-5.8,84,3.76,233,5.99,,,0,885.19,12.8,-8.1,12/17/2019,10:30:00
-5.6,84,3.31,239,5.59,,,0,885.19,12.9,-7.91,12/17/2019,11:00:00
-5.4,83,3.09,238,5.14,,,0,885.19,12.8,-7.87,12/17/2019,11:30:00
-5.3,82,3.09,231,5.5,,,0,885.19,12.8,-7.93,12/17/2019,12:00:00
-5.4,81,3.09,242,5.1,,,0,885.19,12.8,-8.19,12/17/2019,12:30:00
-5.5,81,2.28,240,3.98,,,0,885.19,12.8,-8.28,12/17/2019,13:00:00
-5.9,81,2.46,247,3.84,,,0,885.19,12.8,-8.67,12/17/2019,13:30:00
-6.3,82,2.19,251,4.2,,,6,885.19,12.8,-8.91,12/17/2019,14:00:00
-6.3,81,2.64,255,4.65,,,24,885.19,12.9,-9.06,12/17/2019,14:30:00
-6.2,80,2.73,253,4.34,,,87,885.19,13.7,-9.13,12/17/2019,15:00:00
-6.2,79,3.13,266,4.65,,,98,885.19,13.8,-9.29,12/17/2019,15:30:00
-6.1,79,2.73,274,4.52,,,108,885.19,13.9,-9.19,12/17/2019,16:00:00
-5.6,77,2.73,273,4.02,,,169,885.19,14.3,-9.04,12/17/2019,16:30:00
-5.3,76,3.04,281,4.78,,0,194,885.19,14.5,-8.92,12/17/2019,17:00:00
-4.8,75,2.68,281,4.42,,,191,885.19,14.8,-8.6,12/17/2019,17:30:00
-4.5,73,2.86,296,4.2,,0,236,885.19,14.8,-8.66,12/17/2019,18:00:00
-4.1,72,2.86,291,4.83,,,213,885.19,14.5,-8.46,12/17/2019,18:30:00
-4,72,3.09,278,4.42,,0,202,885.19,14.8,-8.36,12/17/2019,19:00:00
-3.8,72,3.4,290,6.17,,,201,885.19,14.4,-8.17,12/17/2019,19:30:00
-3.7,72,3.31,294,6.03,,,182,885.19,14.4,-8.07,12/17/2019,20:00:00
-3.7,70,4.16,305,7.69,,,110,885.19,14.2,-8.44,12/17/2019,20:30:00
-4.1,70,4.2,301,6.53,,,77,885.19,14.2,-8.82,12/17/2019,21:00:00
-3.9,69,4.24,306,6.39,,,63,885.19,14,-8.82,12/17/2019,21:30:00
-4.1,65,3.71,325,6.62,,,20,885.19,13.7,-9.78,12/17/2019,22:00:00
-4.9,61,4.11,328,7.42,,,13,885.19,13.4,-11.35,12/17/2019,22:30:00
-5.6,61,4.2,328,7.73,,,2,885.19,13.3,-12.01,12/17/2019,23:00:00
-6.8,62,4.07,335,7.42,,,0,885.19,13.1,-12.94,12/17/2019,23:30:00
-8.2,53,4.02,343,8.23,,,0,885.19,13.1,-16.18,12/18/2019,00:00:00
-9.2,47,4.29,338,7.28,,,0,885.19,13.1,-18.54,12/18/2019,00:30:00
-10.1,48,3.76,320,6.97,,,0,885.19,13.1,-19.12,12/18/2019,01:00:00
-11.5,47,3.04,326,6.21,,,0,885.19,13,-20.65,12/18/2019,01:30:00
-12.6,44,3.89,347,7.51,,,0,885.19,13,-22.42,12/18/2019,02:00:00
-13.5,44,4.29,331,7.78,,,0,885.19,12.9,-23.24,12/18/2019,02:30:00
-14.4,45,3.89,337,7.91,,,0,885.19,12.9,-23.81,12/18/2019,03:00:00
-15.1,48,3.31,346,6.53,,,0,885.19,12.9,-23.73,12/18/2019,03:30:00
-15.6,49,3.22,346,6.26,,,0,885.19,12.9,-23.96,12/18/2019,04:00:00
-16,51,2.81,324,5.72,,,0,885.19,12.9,-23.88,12/18/2019,04:30:00
-16.5,51,2.95,324,6.08,,0,0,885.19,12.9,-24.34,12/18/2019,05:00:00
-16.9,53,2.64,338,6.08,,,0,885.19,12.9,-24.28,12/18/2019,05:30:00
-17.3,54,2.37,340,4.29,,0,0,885.19,12.9,-24.45,12/18/2019,06:00:00
-17.6,54,2.33,330,4.29,,,0,885.19,12.8,-24.73,12/18/2019,06:30:00
-18,55,1.83,338,3.71,,0,0,885.19,12.8,-24.9,12/18/2019,07:00:00
-18.3,56,1.65,340,3.09,,,0,885.19,12.8,-24.98,12/18/2019,07:30:00
-18.6,57,1.7,326,2.99,,,0,885.19,12.8,-25.06,12/18/2019,08:00:00
-18.9,58,1.7,332,3.31,,,0,885.19,12.8,-25.15,12/18/2019,08:30:00
-19.1,59,1.38,330,2.86,,,0,885.19,12.8,-25.15,12/18/2019,09:00:00
-19.4,60,1.16,335,2.37,,,0,885.19,12.7,-25.25,12/18/2019,09:30:00
-19.7,62,1.03,308,2.46,,,0,885.19,12.8,-25.17,12/18/2019,10:00:00
-19.9,62,0.76,191,1.65,,,0,885.19,12.7,-25.36,12/18/2019,10:30:00
-20.4,64,0.63,257,1.48,,,0,885.19,12.7,-25.48,12/18/2019,11:00:00
-20.3,64,0.94,43,1.52,,,0,885.19,12.7,-25.39,12/18/2019,11:30:00
-20.5,65,0.49,67,1.34,,,0,885.19,12.7,-25.4,12/18/2019,12:00:00
-20.4,64,1.34,81,2.23,,,0,885.19,12.7,-25.48,12/18/2019,12:30:00
-20.3,64,1.38,103,2.91,,,0,885.19,12.7,-25.39,12/18/2019,13:00:00
-20.2,64,0.72,106,1.52,,,0,885.19,12.6,-25.29,12/18/2019,13:30:00
-19.8,64,1.43,112,2.46,,,4,885.19,12.7,-24.91,12/18/2019,14:00:00
-19,63,1.56,98,3.89,,,18,885.19,12.7,-24.33,12/18/2019,14:30:00
-18.5,60,2.73,124,4.24,,,40,885.19,12.9,-24.4,12/18/2019,15:00:00
-18,60,2.28,136,3.58,,,71,885.19,13.3,-23.93,12/18/2019,15:30:00
-17.6,58,2.59,159,3.76,,,129,885.19,14.4,-23.93,12/18/2019,16:00:00
-17,54,2.77,167,3.98,,,196,885.19,14.9,-24.17,12/18/2019,16:30:00
-16.4,55,3.17,157,4.65,,0,185,885.19,14.7,-23.4,12/18/2019,17:00:00
-15.9,55,3.26,159,5.32,,,147,885.19,14.7,-22.93,12/18/2019,17:30:00
-15.2,51,3.31,152,5.19,,0,186,885.19,14.9,-23.14,12/18/2019,18:00:00
-14.5,48,3.58,153,5.32,,,231,885.19,14.9,-23.17,12/18/2019,18:30:00
-13.6,47,3.62,146,5.81,,,276,885.19,14.6,-22.58,12/18/2019,19:00:00
-12.9,47,3.17,127,5.32,,,344,885.19,14.5,-21.94,12/18/2019,19:30:00
-12.8,47,3.71,130,6.17,,0,235,885.19,14.5,-21.85,12/18/2019,20:00:00
-12.4,44,3.8,136,6.21,,,210,885.19,14.4,-22.24,12/18/2019,20:30:00
-12,42,4.16,147,6.48,,,162,885.19,14.4,-22.4,12/18/2019,21:00:00
-11.9,42,4.42,150,7.24,,,105,885.19,14.5,-22.31,12/18/2019,21:30:00
-12.1,44,4.38,148,7.24,,0,48,885.19,14.4,-21.96,12/18/2019,22:00:00
-12.3,47,4.29,140,6.8,,,17,885.19,14,-21.39,12/18/2019,22:30:00
-12.4,49,4.11,144,7.11,,0,1,885.19,13.6,-21,12/18/2019,23:00:00
-12.3,50,4.6,152,6.97,,,0,885.19,13.3,-20.68,12/18/2019,23:30:00
-12.4,52,4.07,152,6.35,,0,0,885.19,13.2,-20.31,12/19/2019,00:00:00
-12.4,53,3.98,147,6.57,,,0,885.19,13,-20.09,12/19/2019,00:30:00
-12.3,55,3.94,148,6.21,,,0,885.19,13,-19.57,12/19/2019,01:00:00
-12.1,56,3.8,148,6.48,,,0,885.19,12.9,-19.17,12/19/2019,01:30:00
-11.7,57,3.66,151,6.35,,,0,885.19,12.9,-18.59,12/19/2019,02:00:00
-11.3,58,3.8,161,6.48,,,0,885.19,12.9,-18,12/19/2019,02:30:00
-11.2,59,3.53,157,5.5,,,0,885.19,12.9,-17.71,12/19/2019,03:00:00
-11,60,3.53,157,5.59,,,0,885.19,12.9,-17.32,12/19/2019,03:30:00
-10.6,60,4.11,161,6.44,,0,0,885.19,12.9,-16.94,12/19/2019,04:00:00
-10.3,61,3.13,158,5.19,,,0,885.19,12.9,-16.46,12/19/2019,04:30:00
-9.8,63,2.91,156,4.2,,,0,885.19,12.9,-15.59,12/19/2019,05:00:00
-9.6,64,2.64,155,4.47,,,0,885.19,12.9,-15.21,12/19/2019,05:30:00
-9.6,66,1.88,149,3.13,,,0,885.19,12.9,-14.83,12/19/2019,06:00:00
-9.7,68,1.43,137,2.28,,,0,885.19,12.9,-14.56,12/19/2019,06:30:00
-9.8,70,1.34,134,2.1,,,0,885.19,12.9,-14.3,12/19/2019,07:00:00
-9.6,71,1.48,139,2.59,,,0,885.19,12.8,-13.93,12/19/2019,07:30:00
-9.4,73,1.38,156,2.28,,,0,885.19,12.9,-13.39,12/19/2019,08:00:00
-9.3,74,1.79,161,2.91,,,0,885.19,12.8,-13.13,12/19/2019,08:30:00
-9.1,76,1.25,138,2.33,,,0,885.19,12.8,-12.6,12/19/2019,09:00:00
-9.4,78,1.08,122,1.43,,,0,885.19,12.8,-12.57,12/19/2019,09:30:00
-9.4,78,1.38,145,2.55,,,0,885.19,12.8,-12.57,12/19/2019,10:00:00
-9.7,80,0.94,117,1.21,,,0,885.19,12.8,-12.54,12/19/2019,10:30:00
-9.8,82,0.72,87,1.08,,,0,885.19,12.8,-12.33,12/19/2019,11:00:00
-10.2,83,0.58,138,1.3,,,0,885.19,12.8,-12.57,12/19/2019,11:30:00
-10.2,84,1.21,114,1.88,,,0,885.19,12.8,-12.42,12/19/2019,12:00:00
-10.1,84,0.67,101,1.38,,,0,885.19,12.7,-12.32,12/19/2019,12:30:00
-10.5,84,0.45,115,1.03,,,0,885.19,12.8,-12.71,12/19/2019,13:00:00
-10.6,83,0.67,111,1.34,,,0,885.19,12.7,-12.96,12/19/2019,13:30:00
-11.2,83,0.58,104,1.56,,,7,885.19,12.9,-13.55,12/19/2019,14:00:00
-10.8,84,0.63,161,1.38,,,46,885.19,13.7,-13,12/19/2019,14:30:00
-9.9,83,0.98,141,1.83,,,99,885.19,14.9,-12.27,12/19/2019,15:00:00
-8.1,83,1.03,254,2.15,,,161,885.19,14.8,-10.51,12/19/2019,15:30:00
-6.3,76,1.56,268,2.95,,,213,885.19,14.8,-9.89,12/19/2019,16:00:00
-5.6,72,1.52,177,3.31,,,247,885.19,14.6,-9.9,12/19/2019,16:30:00
-5.5,70,1.7,78,3.09,,0,272,885.19,14.2,-10.17,12/19/2019,17:00:00
-4.8,67,1.56,48,3.22,,,299,885.444,14.1,-10.06,12/19/2019,17:30:00
-4.7,67,2.41,43,3.71,,,290,885.444,14.1,-9.96,12/19/2019,18:00:00
-4.1,66,1.88,54,3.31,,,252,885.444,14.1,-9.58,12/19/2019,18:30:00
-3.2,63,2.15,91,3.53,,0.254,303,885.698,14.1,-9.32,12/19/2019,19:00:00
-2.8,62,1.65,85,3.35,,,213,885.698,14.1,-9.15,12/19/2019,19:30:00
-1.3,58,0.58,107,1.97,,,205,885.698,14,-8.6,12/19/2019,20:00:00
-2,60,1.56,117,2.64,,,141,885.698,14,-8.82,12/19/2019,20:30:00
-2.5,62,2.1,110,3.8,,,156,885.698,14.2,-8.87,12/19/2019,21:00:00
-2.2,62,2.06,111,3.89,,,143,885.698,14.2,-8.58,12/19/2019,21:30:00
-2.4,62,1.7,104,2.55,,,76,885.698,13.9,-8.77,12/19/2019,22:00:00
-3,64,2.06,89,3.04,,,14,885.698,13.4,-8.93,12/19/2019,22:30:00
-3.5,66,2.1,82,3.4,,,1,885.698,13.3,-9.01,12/19/2019,23:00:00
-4,67,1.83,100,3.13,,,0,885.698,13.2,-9.29,12/19/2019,23:30:00
-4.4,68,2.37,89,3.66,,0,0,885.698,13.1,-9.48,12/20/2019,00:00:00
-4.8,69,2.01,74,3.4,,,0,885.698,13.1,-9.68,12/20/2019,00:30:00
-5.2,70,2.19,76,3.44,,,0,885.698,13.1,-9.88,12/20/2019,01:00:00
-5.4,70,2.77,87,4.34,,,0,885.698,13,-10.07,12/20/2019,01:30:00
-5.9,71,2.28,100,3.71,,,0,885.698,13,-10.37,12/20/2019,02:00:00
-6,72,2.95,96,4.38,,,0,885.698,13,-10.29,12/20/2019,02:30:00
-5.8,72,2.77,112,5.72,,,0,885.698,13,-10.1,12/20/2019,03:00:00
-5.7,72,3.4,105,5.68,,,0,885.698,12.9,-10,12/20/2019,03:30:00
-5.7,72,2.28,108,4.07,,,0,885.698,12.9,-10,12/20/2019,04:00:00
-5.7,73,2.33,95,3.53,,,0,885.698,12.9,-9.82,12/20/2019,04:30:00
-5.5,73,2.59,97,3.84,,0,0,885.698,12.9,-9.63,12/20/2019,05:00:00
-5.3,73,2.68,104,5.1,,,0,885.698,12.9,-9.44,12/20/2019,05:30:00
-5.3,73,3.35,101,5.68,,,0,885.698,12.9,-9.44,12/20/2019,06:00:00
-5.2,74,3.35,105,5.77,,,0,885.698,12.9,-9.16,12/20/2019,06:30:00
-5,74,3.09,105,5.01,,0,0,885.698,12.9,-8.97,12/20/2019,07:00:00
-5.3,75,2.46,105,4.56,,,0,885.698,12.9,-9.09,12/20/2019,07:30:00
-5.1,76,2.73,111,4.74,,,0,885.698,12.9,-8.72,12/20/2019,08:00:00
-4.6,76,3.17,116,6.93,,,0,885.698,12.9,-8.24,12/20/2019,08:30:00
-4.2,75,3.62,121,8.27,,0,0,885.698,12.9,-8.02,12/20/2019,09:00:00
-4.1,75,3.8,125,6.39,,,0,885.698,12.9,-7.93,12/20/2019,09:30:00
-4.2,75,3.66,123,6.75,,0,0,885.698,12.9,-8.02,12/20/2019,10:00:00
-4.3,76,3.98,122,7.69,,,0,885.698,12.9,-7.95,12/20/2019,10:30:00
-4.5,76,3.84,124,6.26,,,0,885.698,12.9,-8.14,12/20/2019,11:00:00
-4.6,77,4.07,125,7.28,,,0,885.698,12.9,-8.07,12/20/2019,11:30:00
-4.7,77,3.71,128,7.11,,,0,885.698,12.9,-8.16,12/20/2019,12:00:00
-4.6,78,3.76,125,6.3,,,0,885.698,12.9,-7.9,12/20/2019,12:30:00
-4.6,78,3.13,122,5.59,,,0,885.698,12.9,-7.9,12/20/2019,13:00:00
-4.5,79,3.31,128,5.5,,,0,885.698,12.9,-7.63,12/20/2019,13:30:00
-4.3,78,3.13,128,5.5,,,4,885.698,12.9,-7.61,12/20/2019,14:00:00
-4,78,3.26,133,5.01,,,38,885.698,13.3,-7.31,12/20/2019,14:30:00
-3.6,76,3.31,138,5.85,,,55,885.698,13.5,-7.27,12/20/2019,15:00:00
-3.3,75,3.4,137,6.08,,,88,885.698,14,-7.15,12/20/2019,15:30:00
-2.5,73,3.31,140,5.85,,0,155,885.698,14.5,-6.73,12/20/2019,16:00:00
-1.4,69,3.71,152,6.35,,,178,885.698,14.8,-6.42,12/20/2019,16:30:00
-0.9,67,4.42,152,7.2,,,203,885.698,14.7,-6.33,12/20/2019,17:00:00
-0.2,65,3.94,161,7.15,,,214,885.698,14.7,-6.06,12/20/2019,17:30:00
0.4,62,3.53,170,7.15,,0,258,885.698,14.6,-6.12,12/20/2019,18:00:00
1.4,60,3.44,175,6.26,,,321,885.698,14.1,-5.61,12/20/2019,18:30:00
2.2,57,3.8,187,6.8,,,250,885.698,14.1,-5.53,12/20/2019,19:00:00
2.8,56,3.66,203,6.48,,,257,885.698,14.1,-5.21,12/20/2019,19:30:00
3.3,55,3.31,194,5.9,,,258,885.698,14,-4.98,12/20/2019,20:00:00
3.2,55,3.94,202,7.11,,,217,885.698,14,-5.07,12/20/2019,20:30:00
2.8,56,3.8,205,6.53,,0,167,885.698,14,-5.21,12/20/2019,21:00:00
2.6,58,3.26,222,5.85,,,116,885.698,14.1,-4.93,12/20/2019,21:30:00
1.9,61,3.53,239,6.88,,,62,885.698,14,-4.91,12/20/2019,22:00:00
-0.6,69,4.29,279,6.57,,,17,885.698,13.4,-5.65,12/20/2019,22:30:00
-2.4,77,3.09,274,5.41,,,2,885.698,13.3,-5.93,12/20/2019,23:00:00
-2.6,80,2.73,275,5.01,,,0,885.698,13.2,-5.62,12/20/2019,23:30:00
-3.2,82,3.66,283,5.77,,,0,885.698,13.1,-5.87,12/21/2019,00:00:00
-4.1,85,3.31,250,5.23,,,0,885.698,13.1,-6.28,12/21/2019,00:30:00
-4.8,86,3.22,252,5.32,,,0,885.698,13.1,-6.81,12/21/2019,01:00:00
-5.4,86,3.98,281,6.62,,,0,885.698,13,-7.4,12/21/2019,01:30:00
-6,86,3.31,254,5.72,,,0,885.698,13,-7.99,12/21/2019,02:00:00
-6.1,86,2.64,242,4.24,,,0,885.698,13,-8.09,12/21/2019,02:30:00
-6.1,86,2.41,256,4.02,,0,0,885.698,13,-8.09,12/21/2019,03:00:00
-6,86,2.46,241,4.38,,,0,885.698,12.9,-7.99,12/21/2019,03:30:00
-5.9,86,1.97,250,3.94,,0,0,885.698,12.9,-7.89,12/21/2019,04:00:00
-6,86,2.33,233,4.74,,,0,885.698,12.9,-7.99,12/21/2019,04:30:00
-6.1,86,2.19,246,3.76,,,0,885.698,12.9,-8.09,12/21/2019,05:00:00
-6,86,2.46,221,4.52,,,0,885.698,12.9,-7.99,12/21/2019,05:30:00
-6.2,86,2.46,247,4.2,,0,0,885.698,12.9,-8.19,12/21/2019,06:00:00
-6.5,86,2.95,237,5.01,,,0,885.698,12.9,-8.48,12/21/2019,06:30:00
-6.5,86,2.59,231,4.38,,,0,885.698,12.9,-8.48,12/21/2019,07:00:00
-6.6,85,2.37,244,4.65,,,0,885.698,12.9,-8.73,12/21/2019,07:30:00
-6.5,86,1.65,234,3.49,,,0,885.698,12.9,-8.48,12/21/2019,08:00:00
-6.7,85,1.92,224,3.76,,,0,885.698,12.9,-8.83,12/21/2019,08:30:00
-6.9,86,2.06,215,3.17,,,0,885.698,12.9,-8.88,12/21/2019,09:00:00
-6.8,86,1.97,206,3.62,,,0,885.698,12.9,-8.78,12/21/2019,09:30:00
-6.6,86,2.01,187,3.58,,,0,885.698,12.9,-8.58,12/21/2019,10:00:00
-6.2,86,2.51,179,4.07,,,0,885.698,12.8,-8.19,12/21/2019,10:30:00
-5.9,86,2.28,159,3.4,,,0,885.698,12.9,-7.89,12/21/2019,11:00:00
-5.8,86,1.97,157,3.22,,,0,885.698,12.8,-7.79,12/21/2019,11:30:00
-5.9,86,1.52,148,2.51,,,0,885.698,12.8,-7.89,12/21/2019,12:00:00
-6.1,86,1.7,157,3.09,,,0,885.698,12.8,-8.09,12/21/2019,12:30:00
-6.1,86,1.97,151,3.44,,,0,885.698,12.8,-8.09,12/21/2019,13:00:00
-6.4,86,1.88,150,3.26,,,0,885.698,12.8,-8.38,12/21/2019,13:30:00
-6.6,86,1.74,154,2.73,,,9,885.698,12.9,-8.58,12/21/2019,14:00:00
-6.6,86,2.06,149,3.35,,,60,885.698,13.7,-8.58,12/21/2019,14:30:00
-6.2,85,2.37,152,3.66,,,89,885.698,14.4,-8.34,12/21/2019,15:00:00
-5.5,79,2.91,156,4.74,,,118,885.698,14.9,-8.61,12/21/2019,15:30:00
-4.2,73,3.26,163,5.27,,,183,885.698,14.8,-8.37,12/21/2019,16:00:00
-2.9,69,2.41,164,3.76,,,215,885.698,14.7,-7.86,12/21/2019,16:30:00
